"","V1"
"8157",4
"8158",7
"8159",7
"8160",7
"8161",5
"8162",1
"8163",1
"8164",1
"8165",4
"8166",7
"8167",2
"8168",2
"8169",4
"8170",6
"8171",1
"8172",2
"8173",2
"8174",6
"8175",6
"8176",6
"8177",9
"8178",3
"8179",9
"8180",6
"8181",6
"8182",9
"8183",9
"8184",6
"8185",4
"8186",4
"8187",5
"8188",5
"8189",5
"8190",5
"8191",5
"8192",6
"8193",6
"8194",6
"8195",6
"8196",1
"8197",7
"8198",1
"8199",7
"8200",3
"8201",3
"8202",3
"8203",4
"8204",9
"8205",7
"8206",3
"8207",1
"8208",4
"8209",1
"8210",7
"8211",1
"8212",7
"8213",7
"8214",7
"8215",9
"8216",9
"8217",2
"8218",3
"8219",3
"8220",3
"8221",1
"8222",2
"8223",3
"8224",2
"8225",2
"8226",2
"8227",3
"8228",2
"8229",3
"8230",8
"8231",8
"8232",8
"8233",6
"8234",6
"8235",6
"8236",6
"8237",2
"8238",2
"8239",3
"8240",7
"8241",3
"8242",5
"8243",5
"8244",5
"8245",5
"8246",4
"8247",4
"8248",4
"8249",1
"8250",8
"8251",4
"8252",4
"8253",6
"8254",6
"8255",6
"8256",9
"8257",9
"8258",8
"8259",8
"8260",8
"8261",2
"8262",2
"8263",2
"8264",2
"8265",1
"8266",2
"8267",2
"8268",5
"8269",5
"8270",5
"8271",1
"8272",3
"8273",1
"8274",1
"8275",1
"8276",2
"8277",2
"8278",5
"8279",5
"8280",5
"8281",5
"8282",9
"8283",9
"8284",9
"8285",9
"8286",2
"8287",2
"8288",6
"8289",3
"8290",6
"8291",5
"8292",8
"8293",8
"8294",6
"8295",1
"8296",1
"8297",1
"8298",5
"8299",5
"8300",2
"8301",2
"8302",1
"8303",7
"8304",8
"8305",5
"8306",6
"8307",2
"8308",7
"8309",7
"8310",7
"8311",1
"8312",1
"8313",2
"8314",2
"8315",3
"8316",7
"8317",2
"8318",2
"8319",4
"8320",4
"8321",4
"8322",2
"8323",6
"8324",6
"8325",6
"8326",2
"8327",2
"8328",2
"8329",2
"8330",1
"8331",7
"8332",2
"8333",7
"8334",8
"8335",6
"8336",6
"8337",6
"8338",6
"8339",6
"8340",6
"8341",6
"8342",6
"8343",1
"8344",6
"8345",1
"8346",6
"8347",6
"8348",3
"8349",3
"8350",1
"8351",4
"8352",7
"8353",7
"8354",4
"8355",4
"8356",2
"8357",2
"8358",2
"8359",6
"8360",3
"8361",3
"8362",6
"8363",6
"8364",2
"8365",2
"8366",2
"8367",4
"8368",4
"8369",2
"8370",4
"8371",7
"8372",7
"8373",7
"8374",2
"8375",6
"8376",6
"8377",6
"8378",6
"8379",6
"8380",6
"8381",4
"8382",7
"8383",7
"8384",7
"8385",4
"8386",4
"8387",1
"8388",5
"8389",5
"8390",5
"8391",3
"8392",4
"8393",4
"8394",2
"8395",9
"8396",9
"8397",9
"8398",9
"8399",6
"8400",5
"8401",5
"8402",5
"8403",2
"8404",2
"8405",2
"8406",1
"8407",1
"8408",5
"8409",6
"8410",6
"8411",6
"8412",7
"8413",7
"8414",6
"8415",6
"8416",4
"8417",4
"8418",2
"8419",7
"8420",5
"8421",4
"8422",2
"8423",2
"8424",2
"8425",8
"8426",2
"8427",4
"8428",4
"8429",2
"8430",2
"8431",2
"8432",2
"8433",2
"8434",2
"8435",4
"8436",4
"8437",4
"8438",4
"8439",4
"8440",4
"8441",1
"8442",2
"8443",2
"8444",2
"8445",2
"8446",7
"8447",2
"8448",1
"8449",5
"8450",5
"8451",1
"8452",3
"8453",3
"8454",2
"8455",2
"8456",1
"8457",6
"8458",1
"8459",6
"8460",6
"8461",6
"8462",4
"8463",8
"8464",3
"8465",3
"8466",9
"8467",9
"8468",9
"8469",2
"8470",3
"8471",1
"8472",2
"8473",2
"8474",2
"8475",2
"8476",5
"8477",4
"8478",4
"8479",4
"8480",4
"8481",7
"8482",5
"8483",5
"8484",5
"8485",2
"8486",4
"8487",4
"8488",4
"8489",1
"8490",7
"8491",7
"8492",7
"8493",8
"8494",6
"8495",6
"8496",6
"8497",6
"8498",4
"8499",4
"8500",4
"8501",2
"8502",2
"8503",7
"8504",2
"8505",8
"8506",2
"8507",8
"8508",5
"8509",4
"8510",5
"8511",2
"8512",5
"8513",6
"8514",6
"8515",6
"8516",6
"8517",1
"8518",4
"8519",2
"8520",5
"8521",8
"8522",1
"8523",2
"8524",9
"8525",9
"8526",9
"8527",5
"8528",8
"8529",5
"8530",6
"8531",6
"8532",2
"8533",2
"8534",6
"8535",6
"8536",2
"8537",2
"8538",3
"8539",3
"8540",6
"8541",1
"8542",4
"8543",3
"8544",3
"8545",4
"8546",2
"8547",5
"8548",9
"8549",9
"8550",9
"8551",7
"8552",7
"8553",7
"8554",3
"8555",4
"8556",4
"8557",4
"8558",4
"8559",4
"8560",4
"8561",7
"8562",7
"8563",8
"8564",8
"8565",8
"8566",1
"8567",5
"8568",5
"8569",5
"8570",6
"8571",2
"8572",2
"8573",5
"8574",5
"8575",1
"8576",4
"8577",5
"8578",5
"8579",8
"8580",8
"8581",8
"8582",2
"8583",9
"8584",7
"8585",3
"8586",3
"8587",3
"8588",1
"8589",2
"8590",2
"8591",2
"8592",6
"8593",6
"8594",9
"8595",9
"8596",9
"8597",7
"8598",3
"8599",3
"8600",1
"8601",5
"8602",2
"8603",2
"8604",8
"8605",8
"8606",7
"8607",7
"8608",7
"8609",1
"8610",4
"8611",3
"8612",2
"8613",5
"8614",5
"8615",5
"8616",5
"8617",6
"8618",2
"8619",2
"8620",8
"8621",8
"8622",8
"8623",4
"8624",4
"8625",4
"8626",4
"8627",4
"8628",4
"8629",3
"8630",3
"8631",1
"8632",7
"8633",4
"8634",4
"8635",4
"8636",7
"8637",2
"8638",7
"8639",7
"8640",1
"8641",1
"8642",4
"8643",5
"8644",4
"8645",4
"8646",4
"8647",3
"8648",3
"8649",3
"8650",7
"8651",7
"8652",1
"8653",1
"8654",2
"8655",2
"8656",2
"8657",7
"8658",2
"8659",2
"8660",6
"8661",6
"8662",5
"8663",4
"8664",4
"8665",4
"8666",4
"8667",4
"8668",6
"8669",1
"8670",5
"8671",5
"8672",3
"8673",5
"8674",5
"8675",5
"8676",3
"8677",1
"8678",3
"8679",3
"8680",3
"8681",6
"8682",4
"8683",4
"8684",4
"8685",4
"8686",4
"8687",2
"8688",2
"8689",2
"8690",2
"8691",2
"8692",8
"8693",8
"8694",7
"8695",6
"8696",5
"8697",6
"8698",6
"8699",6
"8700",4
"8701",4
"8702",3
"8703",8
"8704",1
"8705",1
"8706",6
"8707",6
"8708",2
"8709",7
"8710",2
"8711",8
"8712",5
"8713",2
"8714",5
"8715",2
"8716",2
"8717",6
"8718",4
"8719",4
"8720",4
"8721",3
"8722",4
"8723",4
"8724",4
"8725",2
"8726",2
"8727",5
"8728",5
"8729",2
"8730",6
"8731",7
"8732",2
"8733",2
"8734",2
"8735",1
"8736",6
"8737",6
"8738",6
"8739",5
"8740",6
"8741",2
"8742",5
"8743",5
"8744",6
"8745",6
"8746",6
"8747",2
"8748",2
"8749",2
"8750",2
"8751",7
"8752",8
"8753",2
"8754",7
"8755",9
"8756",9
"8757",9
"8758",4
"8759",4
"8760",4
"8761",6
"8762",6
"8763",7
"8764",1
"8765",8
"8766",3
"8767",9
"8768",9
"8769",4
"8770",4
"8771",2
"8772",2
"8773",2
"8774",2
"8775",2
"8776",5
"8777",5
"8778",5
"8779",3
"8780",6
"8781",6
"8782",5
"8783",5
"8784",4
"8785",7
"8786",4
"8787",4
"8788",4
"8789",4
"8790",6
"8791",6
"8792",2
"8793",6
"8794",7
"8795",6
"8796",6
"8797",6
"8798",5
"8799",6
"8800",6
"8801",6
"8802",4
"8803",4
"8804",7
"8805",7
"8806",2
"8807",2
"8808",2
"8809",3
"8810",3
"8811",3
"8812",6
"8813",6
"8814",6
"8815",6
"8816",6
"8817",4
"8818",6
"8819",2
"8820",2
"8821",2
"8822",3
"8823",3
"8824",3
"8825",6
"8826",6
"8827",1
"8828",9
"8829",5
"8830",9
"8831",3
"8832",3
"8833",4
"8834",4
"8835",4
"8836",4
"8837",4
"8838",4
"8839",5
"8840",9
"8841",9
"8842",9
"8843",2
"8844",2
"8845",2
"8846",2
"8847",2
"8848",3
"8849",5
"8850",4
"8851",2
"8852",2
"8853",2
"8854",4
"8855",4
"8856",6
"8857",2
"8858",2
"8859",4
"8860",4
"8861",4
"8862",2
"8863",4
"8864",9
"8865",9
"8866",9
"8867",4
"8868",4
"8869",4
"8870",1
"8871",5
"8872",5
"8873",2
"8874",2
"8875",2
"8876",4
"8877",8
"8878",8
"8879",4
"8880",8
"8881",2
"8882",2
"8883",2
"8884",2
"8885",2
"8886",3
"8887",2
"8888",3
"8889",2
"8890",3
"8891",5
"8892",5
"8893",5
"8894",5
"8895",7
"8896",9
"8897",7
"8898",8
"8899",3
"8900",9
"8901",9
"8902",9
"8903",2
"8904",5
"8905",5
"8906",7
"8907",7
"8908",6
"8909",6
"8910",6
"8911",1
"8912",1
"8913",2
"8914",2
"8915",1
"8916",2
"8917",2
"8918",6
"8919",6
"8920",6
"8921",1
"8922",1
"8923",8
"8924",6
"8925",6
"8926",2
"8927",5
"8928",5
"8929",5
"8930",5
"8931",4
"8932",4
"8933",4
"8934",4
"8935",6
"8936",6
"8937",4
"8938",4
"8939",2
"8940",5
"8941",2
"8942",6
"8943",2
"8944",2
"8945",2
"8946",4
"8947",7
"8948",7
"8949",5
"8950",3
"8951",5
"8952",3
"8953",5
"8954",5
"8955",4
"8956",4
"8957",4
"8958",6
"8959",9
"8960",9
"8961",4
"8962",2
"8963",7
"8964",8
"8965",4
"8966",8
"8967",5
"8968",2
"8969",7
"8970",7
"8971",5
"8972",6
"8973",6
"8974",4
"8975",6
"8976",4
"8977",6
"8978",5
"8979",5
"8980",3
"8981",2
"8982",2
"8983",2
"8984",3
"8985",3
"8986",3
"8987",6
"8988",5
"8989",5
"8990",5
"8991",3
"8992",5
"8993",9
"8994",9
"8995",9
"8996",5
"8997",3
"8998",3
"8999",7
"9000",7
"9001",1
"9002",1
"9003",1
"9004",5
"9005",5
"9006",5
"9007",3
"9008",3
"9009",3
"9010",3
"9011",2
"9012",5
"9013",4
"9014",4
"9015",4
"9016",3
"9017",3
"9018",3
"9019",7
"9020",8
"9021",2
"9022",8
"9023",4
"9024",2
"9025",2
"9026",2
"9027",2
"9028",4
"9029",4
"9030",2
"9031",2
"9032",2
"9033",2
"9034",2
"9035",3
"9036",3
"9037",3
"9038",7
"9039",6
"9040",7
"9041",7
"9042",7
"9043",2
"9044",2
"9045",6
"9046",6
"9047",6
"9048",6
"9049",6
"9050",2
"9051",2
"9052",2
"9053",4
"9054",4
"9055",4
"9056",4
"9057",7
"9058",3
"9059",3
"9060",2
"9061",2
"9062",6
"9063",8
"9064",8
"9065",4
"9066",4
"9067",2
"9068",4
"9069",4
"9070",6
"9071",2
"9072",2
"9073",2
"9074",2
"9075",4
"9076",2
"9077",6
"9078",2
"9079",7
"9080",1
"9081",1
"9082",5
"9083",5
"9084",5
"9085",5
"9086",8
"9087",8
"9088",2
"9089",2
"9090",2
"9091",2
"9092",6
"9093",3
"9094",3
"9095",2
"9096",2
"9097",2
"9098",4
"9099",4
"9100",4
"9101",4
"9102",5
"9103",9
"9104",9
"9105",7
"9106",6
"9107",1
"9108",8
"9109",2
"9110",4
"9111",2
"9112",4
"9113",5
"9114",4
"9115",2
"9116",5
"9117",3
"9118",5
"9119",2
"9120",6
"9121",4
"9122",4
"9123",4
"9124",2
"9125",4
"9126",2
"9127",2
"9128",3
"9129",6
"9130",6
"9131",2
"9132",2
"9133",7
"9134",1
"9135",8
"9136",8
"9137",8
"9138",7
"9139",2
"9140",2
"9141",5
"9142",4
"9143",2
"9144",2
"9145",2
"9146",2
"9147",2
"9148",2
"9149",2
"9150",6
"9151",6
"9152",6
"9153",6
"9154",6
"9155",6
"9156",6
"9157",6
"9158",6
"9159",6
"9160",2
"9161",2
"9162",2
"9163",3
"9164",3
"9165",3
"9166",6
"9167",5
"9168",3
"9169",2
"9170",2
"9171",2
"9172",2
"9173",2
"9174",5
"9175",5
"9176",1
"9177",1
"9178",1
"9179",9
"9180",7
"9181",2
"9182",2
"9183",1
"9184",1
"9185",1
"9186",1
"9187",5
"9188",5
"9189",5
"9190",4
"9191",2
"9192",4
"9193",4
"9194",4
"9195",6
"9196",1
"9197",5
"9198",2
"9199",5
"9200",2
"9201",5
"9202",2
"9203",2
"9204",2
"9205",3
"9206",3
"9207",3
"9208",2
"9209",2
"9210",8
"9211",4
"9212",3
"9213",1
"9214",4
"9215",4
"9216",4
"9217",2
"9218",2
"9219",2
"9220",2
"9221",2
"9222",9
"9223",4
"9224",5
"9225",5
"9226",8
"9227",4
"9228",8
"9229",7
"9230",3
"9231",3
"9232",3
"9233",2
"9234",2
"9235",7
"9236",2
"9237",3
"9238",6
"9239",6
"9240",3
"9241",2
"9242",6
"9243",2
"9244",5
"9245",2
"9246",4
"9247",2
"9248",4
"9249",5
"9250",5
"9251",5
"9252",3
"9253",4
"9254",4
"9255",4
"9256",2
"9257",2
"9258",2
"9259",2
"9260",4
"9261",2
"9262",2
"9263",5
"9264",5
"9265",8
"9266",6
"9267",6
"9268",6
"9269",6
"9270",2
"9271",2
"9272",2
"9273",2
"9274",2
"9275",2
"9276",2
"9277",2
"9278",2
"9279",8
"9280",7
"9281",5
"9282",7
"9283",5
"9284",4
"9285",4
"9286",7
"9287",7
"9288",8
"9289",1
"9290",1
"9291",2
"9292",5
"9293",5
"9294",5
"9295",6
"9296",5
"9297",2
"9298",2
"9299",2
"9300",2
"9301",4
"9302",4
"9303",4
"9304",4
"9305",3
"9306",6
"9307",7
"9308",6
"9309",1
"9310",1
"9311",1
"9312",9
"9313",9
"9314",8
"9315",5
"9316",4
"9317",1
"9318",4
"9319",4
"9320",4
"9321",2
"9322",2
"9323",2
"9324",2
"9325",5
"9326",5
"9327",5
"9328",2
"9329",7
"9330",6
"9331",3
"9332",3
"9333",3
"9334",3
"9335",1
"9336",2
"9337",1
"9338",1
"9339",1
"9340",3
"9341",3
"9342",3
"9343",6
"9344",6
"9345",2
"9346",2
"9347",2
"9348",1
"9349",1
"9350",4
"9351",8
"9352",3
"9353",6
"9354",6
"9355",6
"9356",5
"9357",5
"9358",5
"9359",5
"9360",2
"9361",2
"9362",4
"9363",5
"9364",2
"9365",2
"9366",5
"9367",5
"9368",5
"9369",7
"9370",6
"9371",6
"9372",2
"9373",8
"9374",9
"9375",8
"9376",3
"9377",5
"9378",9
"9379",4
"9380",5
"9381",7
"9382",7
"9383",7
"9384",2
"9385",2
"9386",2
"9387",2
"9388",5
"9389",2
"9390",5
"9391",4
"9392",1
"9393",5
"9394",4
"9395",9
"9396",9
"9397",9
"9398",3
"9399",4
"9400",4
"9401",4
"9402",4
"9403",6
"9404",6
"9405",6
"9406",4
"9407",5
"9408",2
"9409",2
"9410",2
"9411",4
"9412",4
"9413",6
"9414",6
"9415",6
"9416",9
"9417",6
"9418",6
"9419",7
"9420",7
"9421",7
"9422",2
"9423",6
"9424",5
"9425",6
"9426",6
"9427",6
"9428",8
"9429",5
"9430",6
"9431",1
"9432",8
"9433",2
"9434",4
"9435",6
"9436",8
"9437",6
"9438",5
"9439",2
"9440",2
"9441",7
"9442",7
"9443",8
"9444",8
"9445",5
"9446",2
"9447",2
"9448",2
"9449",4
"9450",2
"9451",8
"9452",8
"9453",8
"9454",6
"9455",9
"9456",9
"9457",9
"9458",9
"9459",6
"9460",6
"9461",6
"9462",4
"9463",2
"9464",2
"9465",2
"9466",4
"9467",4
"9468",4
"9469",2
"9470",2
"9471",3
"9472",3
"9473",7
"9474",5
"9475",5
"9476",5
"9477",5
"9478",3
"9479",5
"9480",7
"9481",7
"9482",7
"9483",6
"9484",1
"9485",4
"9486",4
"9487",4
"9488",5
"9489",5
"9490",3
"9491",1
"9492",8
"9493",8
"9494",9
"9495",6
"9496",6
"9497",6
"9498",8
"9499",5
"9500",9
"9501",9
"9502",9
"9503",5
"9504",4
"9505",4
"9506",4
"9507",4
"9508",6
"9509",7
"9510",7
"9511",5
"9512",5
"9513",4
"9514",6
"9515",6
"9516",6
"9517",2
"9518",2
"9519",2
"9520",2
"9521",5
"9522",5
"9523",4
"9524",7
"9525",4
"9526",4
"9527",4
"9528",4
"9529",4
"9530",7
"9531",7
"9532",6
"9533",6
"9534",2
"9535",2
"9536",1
"9537",4
"9538",4
"9539",4
"9540",2
"9541",2
"9542",2
"9543",6
"9544",3
"9545",3
"9546",3
"9547",8
"9548",9
"9549",2
"9550",2
"9551",5
"9552",3
"9553",2
"9554",4
"9555",2
"9556",4
"9557",4
"9558",1
"9559",9
"9560",1
"9561",9
"9562",8
"9563",3
"9564",1
"9565",1
"9566",1
"9567",2
"9568",2
"9569",2
"9570",7
"9571",6
"9572",6
"9573",2
"9574",2
"9575",2
"9576",2
"9577",3
"9578",7
"9579",8
"9580",7
"9581",1
"9582",5
"9583",5
"9584",5
"9585",5
"9586",3
"9587",3
"9588",7
"9589",7
"9590",7
"9591",7
"9592",3
"9593",5
"9594",6
"9595",6
"9596",6
"9597",6
"9598",6
"9599",5
"9600",5
"9601",2
"9602",2
"9603",2
"9604",4
"9605",2
"9606",2
"9607",2
"9608",2
"9609",2
"9610",2
"9611",2
"9612",3
"9613",4
"9614",5
"9615",9
"9616",6
"9617",6
"9618",6
"9619",3
"9620",1
"9621",7
"9622",7
"9623",9
"9624",7
"9625",9
"9626",4
"9627",4
"9628",4
"9629",4
"9630",4
"9631",4
"9632",2
"9633",4
"9634",4
"9635",4
"9636",2
"9637",2
"9638",2
"9639",2
"9640",6
"9641",6
"9642",6
"9643",4
"9644",6
"9645",6
"9646",9
"9647",1
"9648",9
"9649",3
"9650",2
"9651",7
"9652",3
"9653",2
"9654",2
"9655",6
"9656",2
"9657",2
"9658",2
"9659",2
"9660",2
"9661",2
"9662",5
"9663",2
"9664",5
"9665",5
"9666",4
"9667",2
"9668",2
"9669",5
"9670",5
"9671",5
"9672",2
"9673",2
"9674",2
"9675",5
"9676",5
"9677",4
"9678",7
"9679",1
"9680",1
"9681",1
"9682",6
"9683",6
"9684",2
"9685",2
"9686",2
"9687",6
"9688",3
"9689",3
"9690",1
"9691",8
"9692",3
"9693",3
"9694",4
"9695",2
"9696",4
"9697",4
"9698",4
"9699",4
"9700",2
"9701",4
"9702",2
"9703",6
"9704",6
"9705",2
"9706",2
"9707",2
"9708",6
"9709",1
"9710",1
"9711",4
"9712",2
"9713",2
"9714",4
"9715",2
"9716",2
"9717",2
"9718",2
"9719",4
"9720",6
"9721",6
"9722",6
"9723",6
"9724",5
"9725",5
"9726",2
"9727",2
"9728",2
"9729",2
"9730",1
"9731",1
"9732",2
"9733",2
"9734",2
"9735",6
"9736",9
"9737",9
"9738",9
"9739",7
"9740",7
"9741",7
"9742",1
"9743",2
"9744",2
"9745",2
"9746",3
"9747",5
"9748",5
"9749",5
"9750",8
"9751",8
"9752",5
"9753",5
"9754",4
"9755",4
"9756",4
"9757",4
"9758",2
"9759",2
"9760",2
"9761",2
"9762",5
"9763",5
"9764",3
"9765",4
"9766",7
"9767",6
"9768",6
"9769",6
"9770",6
"9771",5
"9772",5
"9773",7
"9774",3
"9775",7
"9776",8
"9777",6
"9778",2
"9779",1
"9780",8
"9781",3
"9782",6
"9783",3
"9784",1
"9785",5
"9786",1
"9787",2
"9788",4
"9789",4
"9790",4
"9791",4
"9792",2
"9793",2
"9794",6
"9795",4
"9796",6
"9797",5
"9798",7
"9799",7
"9800",7
"9801",2
"9802",2
"9803",2
"9804",5
"9805",6
"9806",5
"9807",6
"9808",9
"9809",6
"9810",3
"9811",4
"9812",4
"9813",4
"9814",2
"9815",2
"9816",2
"9817",6
"9818",6
"9819",6
"9820",1
"9821",4
"9822",4
"9823",2
"9824",8
"9825",4
"9826",4
"9827",8
"9828",2
"9829",5
"9830",5
"9831",5
"9832",5
"9833",5
"9834",2
"9835",2
"9836",4
"9837",4
"9838",2
"9839",2
"9840",4
"9841",4
"9842",4
"9843",7
"9844",5
"9845",6
"9846",2
"9847",2
"9848",6
"9849",6
"9850",4
"9851",4
"9852",4
"9853",5
"9854",2
"9855",2
"9856",3
"9857",2
"9858",3
"9859",2
"9860",2
"9861",7
"9862",4
"9863",4
"9864",4
"9865",2
"9866",2
"9867",3
"9868",1
"9869",2
"9870",5
"9871",1
"9872",1
"9873",4
"9874",4
"9875",6
"9876",9
"9877",5
"9878",1
"9879",5
"9880",5
"9881",2
"9882",2
"9883",2
"9884",4
"9885",6
"9886",6
"9887",6
"9888",6
"9889",5
"9890",5
"9891",9
"9892",9
"9893",8
"9894",5
"9895",2
"9896",2
"9897",2
"9898",2
"9899",2
"9900",4
"9901",4
"9902",4
"9903",4
"9904",6
"9905",4
"9906",4
"9907",5
"9908",5
"9909",2
"9910",5
"9911",2
"9912",7
"9913",6
"9914",2
"9915",2
"9916",2
"9917",3
"9918",2
"9919",1
"9920",1
"9921",1
"9922",2
"9923",3
"9924",3
"9925",3
"9926",5
"9927",5
"9928",1
"9929",3
"9930",7
"9931",3
"9932",4
"9933",3
"9934",4
"9935",7
"9936",7
"9937",6
"9938",8
"9939",8
"9940",8
"9941",4
"9942",6
"9943",2
"9944",2
"9945",2
"9946",4
"9947",4
"9948",4
"9949",6
"9950",2
"9951",2
"9952",2
"9953",1
"9954",4
"9955",4
"9956",4
"9957",8
"9958",4
"9959",2
"9960",4
"9961",3
"9962",4
"9963",6
"9964",6
"9965",6
"9966",5
"9967",6
"9968",6
"9969",2
"9970",2
"9971",6
"9972",2
"9973",6
"9974",6
"9975",6
"9976",6
"9977",6
"9978",2
"9979",6
"9980",6
"9981",6
"9982",9
"9983",5
"9984",5
"9985",4
"9986",1
"9987",6
"9988",6
"9989",6
"9990",5
"9991",5
"9992",3
"9993",3
"9994",8
"9995",5
"9996",2
"9997",4
"9998",4
"9999",4
"10000",6
"10001",6
"10002",6
"10003",3
"10004",2
"10005",3
"10006",9
"10007",9
"10008",9
"10009",6
"10010",6
"10011",6
"10012",6
"10013",6
"10014",5
"10015",5
"10016",5
"10017",5
"10018",2
"10019",1
"10020",2
"10021",7
"10022",8
"10023",7
"10024",4
"10025",1
"10026",4
"10027",7
"10028",5
"10029",3
"10030",5
"10031",2
"10032",2
"10033",7
"10034",3
"10035",6
"10036",8
"10037",4
"10038",4
"10039",4
"10040",4
"10041",1
"10042",1
"10043",1
"10044",3
"10045",3
"10046",6
"10047",2
"10048",6
"10049",6
"10050",6
"10051",6
"10052",4
"10053",3
"10054",3
"10055",3
"10056",1
"10057",5
"10058",2
"10059",2
"10060",8
"10061",7
"10062",2
"10063",2
"10064",4
"10065",4
"10066",4
"10067",2
"10068",3
"10069",1
"10070",4
"10071",4
"10072",1
"10073",1
"10074",8
"10075",5
"10076",5
"10077",5
"10078",5
"10079",5
"10080",2
"10081",2
"10082",2
"10083",5
"10084",5
"10085",4
"10086",4
"10087",2
"10088",1
"10089",5
"10090",5
"10091",6
"10092",6
"10093",3
"10094",2
"10095",5
"10096",3
"10097",2
"10098",9
"10099",1
"10100",7
"10101",7
"10102",7
"10103",6
"10104",2
"10105",6
"10106",2
"10107",1
"10108",1
"10109",1
"10110",5
"10111",6
"10112",6
"10113",5
"10114",1
"10115",1
"10116",1
"10117",7
"10118",7
"10119",7
"10120",2
"10121",2
"10122",8
"10123",4
"10124",4
"10125",4
"10126",6
"10127",2
"10128",7
"10129",7
"10130",7
"10131",7
"10132",7
"10133",5
"10134",7
"10135",5
"10136",7
"10137",2
"10138",2
"10139",6
"10140",6
"10141",5
"10142",3
"10143",5
"10144",3
"10145",5
"10146",5
"10147",5
"10148",5
"10149",6
"10150",6
"10151",3
"10152",5
"10153",2
"10154",2
"10155",2
"10156",2
"10157",4
"10158",4
"10159",4
"10160",6
"10161",6
"10162",1
"10163",1
"10164",8
"10165",2
"10166",8
"10167",5
"10168",9
"10169",3
"10170",9
"10171",7
"10172",2
"10173",2
"10174",2
"10175",6
"10176",6
"10177",6
"10178",6
"10179",2
"10180",5
"10181",2
"10182",2
"10183",2
"10184",1
"10185",1
"10186",4
"10187",5
"10188",2
"10189",5
"10190",2
"10191",2
"10192",4
"10193",4
"10194",5
"10195",3
"10196",6
"10197",6
"10198",7
"10199",1
"10200",4
"10201",4
"10202",4
"10203",6
"10204",5
"10205",6
"10206",4
"10207",4
"10208",4
"10209",4
"10210",5
"10211",5
"10212",2
"10213",7
"10214",7
"10215",7
"10216",7
"10217",4
"10218",4
"10219",2
"10220",2
"10221",5
"10222",5
"10223",5
"10224",5
"10225",6
"10226",6
"10227",6
"10228",4
"10229",4
"10230",4
"10231",4
"10232",6
"10233",3
"10234",6
"10235",4
"10236",1
"10237",4
"10238",2
"10239",2
"10240",2
"10241",2
"10242",8
"10243",8
"10244",8
"10245",3
"10246",4
"10247",5
"10248",5
"10249",5
"10250",2
"10251",2
"10252",2
"10253",2
"10254",2
"10255",8
"10256",7
"10257",4
"10258",6
"10259",6
"10260",6
"10261",6
"10262",4
"10263",4
"10264",5
"10265",1
"10266",5
"10267",2
"10268",3
"10269",2
"10270",3
"10271",2
"10272",6
"10273",5
"10274",5
"10275",4
"10276",5
"10277",4
"10278",7
"10279",2
"10280",1
"10281",4
"10282",1
"10283",1
"10284",1
"10285",1
"10286",1
"10287",6
"10288",9
"10289",1
"10290",1
"10291",1
"10292",2
"10293",3
"10294",1
"10295",9
"10296",9
"10297",9
"10298",6
"10299",2
"10300",2
"10301",2
"10302",2
"10303",2
"10304",2
"10305",4
"10306",4
"10307",4
"10308",2
"10309",5
"10310",5
"10311",8
"10312",4
"10313",8
"10314",9
"10315",9
"10316",9
"10317",4
"10318",4
"10319",4
"10320",2
"10321",4
"10322",8
"10323",7
"10324",3
"10325",9
"10326",2
"10327",2
"10328",3
"10329",3
"10330",7
"10331",7
"10332",7
"10333",1
"10334",5
"10335",6
"10336",6
"10337",6
"10338",6
"10339",6
"10340",7
"10341",4
"10342",7
"10343",1
"10344",7
"10345",3
"10346",3
"10347",6
"10348",6
"10349",6
"10350",7
"10351",2
"10352",2
"10353",2
"10354",4
"10355",4
"10356",4
"10357",4
"10358",4
"10359",7
"10360",6
"10361",6
"10362",1
"10363",1
"10364",1
"10365",1
"10366",1
"10367",5
"10368",5
"10369",5
"10370",7
"10371",7
"10372",3
"10373",3
"10374",5
"10375",4
"10376",4
"10377",8
"10378",5
"10379",8
"10380",8
"10381",6
"10382",5
"10383",2
"10384",2
"10385",8
"10386",8
"10387",7
"10388",2
"10389",2
"10390",2
"10391",4
"10392",6
"10393",6
"10394",6
"10395",6
"10396",4
"10397",6
"10398",4
"10399",5
"10400",4
"10401",5
"10402",4
"10403",5
"10404",2
"10405",6
"10406",2
"10407",1
"10408",5
"10409",3
"10410",3
"10411",4
"10412",4
"10413",4
"10414",3
"10415",7
"10416",7
"10417",7
"10418",4
"10419",3
"10420",4
"10421",4
"10422",4
"10423",4
"10424",1
"10425",2
"10426",2
"10427",3
"10428",2
"10429",2
"10430",5
"10431",6
"10432",6
"10433",7
"10434",7
"10435",7
"10436",5
"10437",5
"10438",7
"10439",7
"10440",7
"10441",7
"10442",7
"10443",7
"10444",1
"10445",1
"10446",1
"10447",1
"10448",2
"10449",1
"10450",1
"10451",1
"10452",3
"10453",4
"10454",4
"10455",9
"10456",1
"10457",5
"10458",1
"10459",1
"10460",1
"10461",1
"10462",9
"10463",9
"10464",4
"10465",4
"10466",2
"10467",2
"10468",2
"10469",2
"10470",2
"10471",2
"10472",9
"10473",1
"10474",4
"10475",5
"10476",9
"10477",9
"10478",2
"10479",6
"10480",6
"10481",6
"10482",4
"10483",1
"10484",3
"10485",1
"10486",6
"10487",8
"10488",3
